Name;Affected Individual Factor;Covering Duration (hours);Service Threshold (hours);Vehicle Count;Route Cost Scaling Factor;#Depots;#Facilities;#Unique Facilities;#Customers;#Modeled Individuals;Total Demand;p;total cost;routing cost;covering cost;routing distance;total covering distance;mean covering distance per household;median covering distance per household;std. covering distance per household;mean route utilization (%);95% quantile covering distances per household;unique facility count;longest route length;route lengths;nonempty routes;nonsingle routes;VNS iterations
Baghlan ai1.25_vCnt3_cD3_sT2_rcS5;1,25;3;2;3;5,0;2;324;324;532;7462;3484,754;28;;;;;;;;;;;;;;;;
Baghlan ai1.25_vCnt3_cD3_sT2_rcS7;1,25;3;2;3;7,0;2;324;324;532;7462;3484,754;28;;;;;;;;;;;;;;;;
Baghlan ai1.25_vCnt3_cD3_sT3_rcS0.1;1,25;3;3;3;0,1;2;324;324;554;7558;3529,586;28;;;;;;;;;;;;;;;;
Baghlan ai1.25_vCnt3_cD3_sT3_rcS1;1,25;3;3;3;1,0;2;324;324;554;7558;3529,586;28;;;;;;;;;;;;;;;;
Baghlan ai1.25_vCnt3_cD3_sT3_rcS3;1,25;3;3;3;3,0;2;324;324;554;7558;3529,586;28;;;;;;;;;;;;;;;;
Baghlan ai1.25_vCnt3_cD3_sT3_rcS5;1,25;3;3;3;5,0;2;324;324;554;7558;3529,586;28;;;;;;;;;;;;;;;;
Baghlan ai1.25_vCnt3_cD3_sT3_rcS7;1,25;3;3;3;7,0;2;324;324;554;7558;3529,586;28;;;;;;;;;;;;;;;;
Baghlan ai1.25_vCnt3_cD4_sT1_rcS0.1;1,25;4;1;3;0,1;2;342;342;432;6916;3229,772;28;;;;;;;;;;;;;;;;
Baghlan ai1.25_vCnt3_cD4_sT1_rcS1;1,25;4;1;3;1,0;2;342;342;432;6916;3229,772;28;;;;;;;;;;;;;;;;
Baghlan ai1.25_vCnt3_cD4_sT1_rcS3;1,25;4;1;3;3,0;2;342;342;432;6916;3229,772;28;;;;;;;;;;;;;;;;
Baghlan ai1.25_vCnt3_cD4_sT1_rcS5;1,25;4;1;3;5,0;2;342;342;432;6916;3229,772;28;;;;;;;;;;;;;;;;
Baghlan ai1.25_vCnt3_cD4_sT1_rcS7;1,25;4;1;3;7,0;2;342;342;432;6916;3229,772;28;;;;;;;;;;;;;;;;
Baghlan ai1.25_vCnt3_cD4_sT2_rcS0.1;1,25;4;2;3;0,1;2;342;342;532;7462;3484,754;28;;;;;;;;;;;;;;;;
Baghlan ai1.25_vCnt3_cD4_sT2_rcS1;1,25;4;2;3;1,0;2;342;342;532;7462;3484,754;28;;;;;;;;;;;;;;;;
Baghlan ai1.25_vCnt3_cD4_sT2_rcS3;1,25;4;2;3;3,0;2;342;342;532;7462;3484,754;28;;;;;;;;;;;;;;;;
Baghlan ai1.25_vCnt3_cD4_sT2_rcS5;1,25;4;2;3;5,0;2;342;342;532;7462;3484,754;28;;;;;;;;;;;;;;;;
Baghlan ai1.25_vCnt3_cD4_sT2_rcS7;1,25;4;2;3;7,0;2;342;342;532;7462;3484,754;28;;;;;;;;;;;;;;;;
Baghlan ai1.25_vCnt3_cD4_sT3_rcS0.1;1,25;4;3;3;0,1;2;342;342;554;7558;3529,586;28;;;;;;;;;;;;;;;;
Baghlan ai1.25_vCnt3_cD4_sT3_rcS1;1,25;4;3;3;1,0;2;342;342;554;7558;3529,586;28;;;;;;;;;;;;;;;;
Baghlan ai1.25_vCnt3_cD4_sT3_rcS3;1,25;4;3;3;3,0;2;342;342;554;7558;3529,586;28;;;;;;;;;;;;;;;;
Baghlan ai1.25_vCnt3_cD4_sT3_rcS5;1,25;4;3;3;5,0;2;342;342;554;7558;3529,586;28;;;;;;;;;;;;;;;;
Baghlan ai1.25_vCnt3_cD4_sT3_rcS7;1,25;4;3;3;7,0;2;342;342;554;7558;3529,586;28;;;;;;;;;;;;;;;;
Baghlan ai1.25_vCnt3_cD4_sT4_rcS0.1;1,25;4;4;3;0,1;2;342;342;558;7566;3533,322;28;;;;;;;;;;;;;;;;
Baghlan ai1.25_vCnt3_cD4_sT4_rcS1;1,25;4;4;3;1,0;2;342;342;558;7566;3533,322;28;;;;;;;;;;;;;;;;
Baghlan ai1.25_vCnt3_cD4_sT4_rcS3;1,25;4;4;3;3,0;2;342;342;558;7566;3533,322;28;;;;;;;;;;;;;;;;
Baghlan ai1.25_vCnt3_cD4_sT4_rcS5;1,25;4;4;3;5,0;2;342;342;558;7566;3533,322;28;;;;;;;;;;;;;;;;
Baghlan ai1.25_vCnt3_cD4_sT4_rcS7;1,25;4;4;3;7,0;2;342;342;558;7566;3533,322;28;;;;;;;;;;;;;;;;
Baghlan ai1.25_vCnt4_cD1_sT1_rcS0.1;1,25;1;1;4;0,1;2;276;276;432;6916;3229,772;28;;;;;;;;;;;;;;;;
Baghlan ai1.25_vCnt4_cD1_sT1_rcS1;1,25;1;1;4;1,0;2;276;276;432;6916;3229,772;28;;;;;;;;;;;;;;;;
Baghlan ai1.25_vCnt4_cD1_sT1_rcS3;1,25;1;1;4;3,0;2;276;276;432;6916;3229,772;28;;;;;;;;;;;;;;;;
Baghlan ai1.25_vCnt4_cD1_sT1_rcS5;1,25;1;1;4;5,0;2;276;276;432;6916;3229,772;28;;;;;;;;;;;;;;;;
Baghlan ai1.25_vCnt4_cD1_sT1_rcS7;1,25;1;1;4;7,0;2;276;276;432;6916;3229,772;28;;;;;;;;;;;;;;;;
Baghlan ai1.25_vCnt4_cD2_sT1_rcS0.1;1,25;2;1;4;0,1;2;305;305;432;6916;3229,772;28;;;;;;;;;;;;;;;;
Baghlan ai1.25_vCnt4_cD2_sT1_rcS1;1,25;2;1;4;1,0;2;305;305;432;6916;3229,772;28;;;;;;;;;;;;;;;;
Baghlan ai1.25_vCnt4_cD2_sT1_rcS3;1,25;2;1;4;3,0;2;305;305;432;6916;3229,772;28;;;;;;;;;;;;;;;;
Baghlan ai1.25_vCnt4_cD2_sT1_rcS5;1,25;2;1;4;5,0;2;305;305;432;6916;3229,772;28;;;;;;;;;;;;;;;;
Baghlan ai1.25_vCnt4_cD2_sT1_rcS7;1,25;2;1;4;7,0;2;305;305;432;6916;3229,772;28;;;;;;;;;;;;;;;;
Baghlan ai1.25_vCnt4_cD2_sT2_rcS0.1;1,25;2;2;4;0,1;2;308;308;532;7462;3484,754;28;;;;;;;;;;;;;;;;
Baghlan ai1.25_vCnt4_cD2_sT2_rcS1;1,25;2;2;4;1,0;2;308;308;532;7462;3484,754;28;;;;;;;;;;;;;;;;
Baghlan ai1.25_vCnt4_cD2_sT2_rcS3;1,25;2;2;4;3,0;2;308;308;532;7462;3484,754;28;;;;;;;;;;;;;;;;
Baghlan ai1.25_vCnt4_cD2_sT2_rcS5;1,25;2;2;4;5,0;2;308;308;532;7462;3484,754;28;;;;;;;;;;;;;;;;
Baghlan ai1.25_vCnt4_cD2_sT2_rcS7;1,25;2;2;4;7,0;2;308;308;532;7462;3484,754;28;;;;;;;;;;;;;;;;
Baghlan ai1.25_vCnt4_cD3_sT1_rcS0.1;1,25;3;1;4;0,1;2;323;323;432;6916;3229,772;28;;;;;;;;;;;;;;;;
Baghlan ai1.25_vCnt4_cD3_sT1_rcS1;1,25;3;1;4;1,0;2;323;323;432;6916;3229,772;28;;;;;;;;;;;;;;;;
Baghlan ai1.25_vCnt4_cD3_sT1_rcS3;1,25;3;1;4;3,0;2;323;323;432;6916;3229,772;28;;;;;;;;;;;;;;;;
Baghlan ai1.25_vCnt4_cD3_sT1_rcS5;1,25;3;1;4;5,0;2;323;323;432;6916;3229,772;28;;;;;;;;;;;;;;;;
Baghlan ai1.25_vCnt4_cD3_sT1_rcS7;1,25;3;1;4;7,0;2;323;323;432;6916;3229,772;28;;;;;;;;;;;;;;;;
Baghlan ai1.25_vCnt4_cD3_sT2_rcS0.1;1,25;3;2;4;0,1;2;324;324;532;7462;3484,754;28;;;;;;;;;;;;;;;;
Baghlan ai1.25_vCnt4_cD3_sT2_rcS1;1,25;3;2;4;1,0;2;324;324;532;7462;3484,754;28;;;;;;;;;;;;;;;;
Baghlan ai1.25_vCnt4_cD3_sT2_rcS3;1,25;3;2;4;3,0;2;324;324;532;7462;3484,754;28;;;;;;;;;;;;;;;;
Baghlan ai1.25_vCnt4_cD3_sT2_rcS5;1,25;3;2;4;5,0;2;324;324;532;7462;3484,754;28;;;;;;;;;;;;;;;;
Baghlan ai1.25_vCnt4_cD3_sT2_rcS7;1,25;3;2;4;7,0;2;324;324;532;7462;3484,754;28;;;;;;;;;;;;;;;;
Baghlan ai1.25_vCnt4_cD3_sT3_rcS0.1;1,25;3;3;4;0,1;2;324;324;554;7558;3529,586;28;;;;;;;;;;;;;;;;
Baghlan ai1.25_vCnt4_cD3_sT3_rcS1;1,25;3;3;4;1,0;2;324;324;554;7558;3529,586;28;;;;;;;;;;;;;;;;
Baghlan ai1.25_vCnt4_cD3_sT3_rcS3;1,25;3;3;4;3,0;2;324;324;554;7558;3529,586;28;;;;;;;;;;;;;;;;
Baghlan ai1.25_vCnt4_cD3_sT3_rcS5;1,25;3;3;4;5,0;2;324;324;554;7558;3529,586;28;;;;;;;;;;;;;;;;
Baghlan ai1.25_vCnt4_cD3_sT3_rcS7;1,25;3;3;4;7,0;2;324;324;554;7558;3529,586;28;;;;;;;;;;;;;;;;
Baghlan ai1.25_vCnt4_cD4_sT1_rcS0.1;1,25;4;1;4;0,1;2;342;342;432;6916;3229,772;28;;;;;;;;;;;;;;;;
Baghlan ai1.25_vCnt4_cD4_sT1_rcS1;1,25;4;1;4;1,0;2;342;342;432;6916;3229,772;28;;;;;;;;;;;;;;;;
Baghlan ai1.25_vCnt4_cD4_sT1_rcS3;1,25;4;1;4;3,0;2;342;342;432;6916;3229,772;28;;;;;;;;;;;;;;;;
Baghlan ai1.25_vCnt4_cD4_sT1_rcS5;1,25;4;1;4;5,0;2;342;342;432;6916;3229,772;28;;;;;;;;;;;;;;;;
Baghlan ai1.25_vCnt4_cD4_sT1_rcS7;1,25;4;1;4;7,0;2;342;342;432;6916;3229,772;28;;;;;;;;;;;;;;;;
Baghlan ai1.25_vCnt4_cD4_sT2_rcS0.1;1,25;4;2;4;0,1;2;342;342;532;7462;3484,754;28;;;;;;;;;;;;;;;;
Baghlan ai1.25_vCnt4_cD4_sT2_rcS1;1,25;4;2;4;1,0;2;342;342;532;7462;3484,754;28;;;;;;;;;;;;;;;;
Baghlan ai1.25_vCnt4_cD4_sT2_rcS3;1,25;4;2;4;3,0;2;342;342;532;7462;3484,754;28;;;;;;;;;;;;;;;;
Baghlan ai1.25_vCnt4_cD4_sT2_rcS5;1,25;4;2;4;5,0;2;342;342;532;7462;3484,754;28;;;;;;;;;;;;;;;;
Baghlan ai1.25_vCnt4_cD4_sT2_rcS7;1,25;4;2;4;7,0;2;342;342;532;7462;3484,754;28;;;;;;;;;;;;;;;;
Baghlan ai1.25_vCnt4_cD4_sT3_rcS0.1;1,25;4;3;4;0,1;2;342;342;554;7558;3529,586;28;;;;;;;;;;;;;;;;
Baghlan ai1.25_vCnt4_cD4_sT3_rcS1;1,25;4;3;4;1,0;2;342;342;554;7558;3529,586;28;;;;;;;;;;;;;;;;
Baghlan ai1.25_vCnt4_cD4_sT3_rcS3;1,25;4;3;4;3,0;2;342;342;554;7558;3529,586;28;;;;;;;;;;;;;;;;
Baghlan ai1.25_vCnt4_cD4_sT3_rcS5;1,25;4;3;4;5,0;2;342;342;554;7558;3529,586;28;;;;;;;;;;;;;;;;
Baghlan ai1.25_vCnt4_cD4_sT3_rcS7;1,25;4;3;4;7,0;2;342;342;554;7558;3529,586;28;;;;;;;;;;;;;;;;
Baghlan ai1.25_vCnt4_cD4_sT4_rcS0.1;1,25;4;4;4;0,1;2;342;342;558;7566;3533,322;28;;;;;;;;;;;;;;;;
Baghlan ai1.25_vCnt4_cD4_sT4_rcS1;1,25;4;4;4;1,0;2;342;342;558;7566;3533,322;28;;;;;;;;;;;;;;;;
Baghlan ai1.25_vCnt4_cD4_sT4_rcS3;1,25;4;4;4;3,0;2;342;342;558;7566;3533,322;28;;;;;;;;;;;;;;;;
Baghlan ai1.25_vCnt4_cD4_sT4_rcS5;1,25;4;4;4;5,0;2;342;342;558;7566;3533,322;28;;;;;;;;;;;;;;;;
Baghlan ai1.25_vCnt4_cD4_sT4_rcS7;1,25;4;4;4;7,0;2;342;342;558;7566;3533,322;28;;;;;;;;;;;;;;;;
Baghlan ai1.5_vCnt1_cD1_sT1_rcS0.1;1,5;1;1;1;0,1;2;276;276;432;8188;3823,796;28;;;;;;;;;;;;;;;;
Baghlan ai1.5_vCnt1_cD1_sT1_rcS1;1,5;1;1;1;1,0;2;276;276;432;8188;3823,796;28;;;;;;;;;;;;;;;;
Baghlan ai1.5_vCnt1_cD1_sT1_rcS3;1,5;1;1;1;3,0;2;276;276;432;8188;3823,796;28;;;;;;;;;;;;;;;;
Baghlan ai1.5_vCnt1_cD1_sT1_rcS5;1,5;1;1;1;5,0;2;276;276;432;8188;3823,796;28;;;;;;;;;;;;;;;;
Baghlan ai1.5_vCnt1_cD1_sT1_rcS7;1,5;1;1;1;7,0;2;276;276;432;8188;3823,796;28;;;;;;;;;;;;;;;;
Baghlan ai1.5_vCnt1_cD2_sT1_rcS0.1;1,5;2;1;1;0,1;2;305;305;432;8188;3823,796;28;;;;;;;;;;;;;;;;
Baghlan ai1.5_vCnt1_cD2_sT1_rcS1;1,5;2;1;1;1,0;2;305;305;432;8188;3823,796;28;;;;;;;;;;;;;;;;
Baghlan ai1.5_vCnt1_cD2_sT1_rcS3;1,5;2;1;1;3,0;2;305;305;432;8188;3823,796;28;;;;;;;;;;;;;;;;
Baghlan ai1.5_vCnt1_cD2_sT1_rcS5;1,5;2;1;1;5,0;2;305;305;432;8188;3823,796;28;;;;;;;;;;;;;;;;
Baghlan ai1.5_vCnt1_cD2_sT1_rcS7;1,5;2;1;1;7,0;2;305;305;432;8188;3823,796;28;;;;;;;;;;;;;;;;
Baghlan ai1.5_vCnt1_cD2_sT2_rcS0.1;1,5;2;2;1;0,1;2;308;308;532;8808;4113,336;28;;;;;;;;;;;;;;;;
Baghlan ai1.5_vCnt1_cD2_sT2_rcS1;1,5;2;2;1;1,0;2;308;308;532;8808;4113,336;28;;;;;;;;;;;;;;;;
Baghlan ai1.5_vCnt1_cD2_sT2_rcS3;1,5;2;2;1;3,0;2;308;308;532;8808;4113,336;28;;;;;;;;;;;;;;;;
Baghlan ai1.5_vCnt1_cD2_sT2_rcS5;1,5;2;2;1;5,0;2;308;308;532;8808;4113,336;28;;;;;;;;;;;;;;;;
Baghlan ai1.5_vCnt1_cD2_sT2_rcS7;1,5;2;2;1;7,0;2;308;308;532;8808;4113,336;28;;;;;;;;;;;;;;;;
Baghlan ai1.5_vCnt1_cD3_sT1_rcS0.1;1,5;3;1;1;0,1;2;323;323;432;8188;3823,796;28;;;;;;;;;;;;;;;;
Baghlan ai1.5_vCnt1_cD3_sT1_rcS1;1,5;3;1;1;1,0;2;323;323;432;8188;3823,796;28;;;;;;;;;;;;;;;;
Baghlan ai1.5_vCnt1_cD3_sT1_rcS3;1,5;3;1;1;3,0;2;323;323;432;8188;3823,796;28;;;;;;;;;;;;;;;;
Baghlan ai1.5_vCnt1_cD3_sT1_rcS5;1,5;3;1;1;5,0;2;323;323;432;8188;3823,796;28;;;;;;;;;;;;;;;;
Baghlan ai1.5_vCnt1_cD3_sT1_rcS7;1,5;3;1;1;7,0;2;323;323;432;8188;3823,796;28;;;;;;;;;;;;;;;;
Baghlan ai1.5_vCnt1_cD3_sT2_rcS0.1;1,5;3;2;1;0,1;2;324;324;532;8808;4113,336;28;;;;;;;;;;;;;;;;
Baghlan ai1.5_vCnt1_cD3_sT2_rcS1;1,5;3;2;1;1,0;2;324;324;532;8808;4113,336;28;;;;;;;;;;;;;;;;
Baghlan ai1.5_vCnt1_cD3_sT2_rcS3;1,5;3;2;1;3,0;2;324;324;532;8808;4113,336;28;;;;;;;;;;;;;;;;
Baghlan ai1.5_vCnt1_cD3_sT2_rcS5;1,5;3;2;1;5,0;2;324;324;532;8808;4113,336;28;;;;;;;;;;;;;;;;
Baghlan ai1.5_vCnt1_cD3_sT2_rcS7;1,5;3;2;1;7,0;2;324;324;532;8808;4113,336;28;;;;;;;;;;;;;;;;
Baghlan ai1.5_vCnt1_cD3_sT3_rcS0.1;1,5;3;3;1;0,1;2;324;324;554;8914;4162,838;28;;;;;;;;;;;;;;;;
Baghlan ai1.5_vCnt1_cD3_sT3_rcS1;1,5;3;3;1;1,0;2;324;324;554;8914;4162,838;28;;;;;;;;;;;;;;;;
Baghlan ai1.5_vCnt1_cD3_sT3_rcS3;1,5;3;3;1;3,0;2;324;324;554;8914;4162,838;28;;;;;;;;;;;;;;;;
Baghlan ai1.5_vCnt1_cD3_sT3_rcS5;1,5;3;3;1;5,0;2;324;324;554;8914;4162,838;28;;;;;;;;;;;;;;;;
Baghlan ai1.5_vCnt1_cD3_sT3_rcS7;1,5;3;3;1;7,0;2;324;324;554;8914;4162,838;28;;;;;;;;;;;;;;;;
Baghlan ai1.5_vCnt1_cD4_sT1_rcS0.1;1,5;4;1;1;0,1;2;342;342;432;8188;3823,796;28;;;;;;;;;;;;;;;;
Baghlan ai1.5_vCnt1_cD4_sT1_rcS1;1,5;4;1;1;1,0;2;342;342;432;8188;3823,796;28;;;;;;;;;;;;;;;;
Baghlan ai1.5_vCnt1_cD4_sT1_rcS3;1,5;4;1;1;3,0;2;342;342;432;8188;3823,796;28;;;;;;;;;;;;;;;;
Baghlan ai1.5_vCnt1_cD4_sT1_rcS5;1,5;4;1;1;5,0;2;342;342;432;8188;3823,796;28;;;;;;;;;;;;;;;;
Baghlan ai1.5_vCnt1_cD4_sT1_rcS7;1,5;4;1;1;7,0;2;342;342;432;8188;3823,796;28;;;;;;;;;;;;;;;;
Baghlan ai1.5_vCnt1_cD4_sT2_rcS0.1;1,5;4;2;1;0,1;2;342;342;532;8808;4113,336;28;;;;;;;;;;;;;;;;
Baghlan ai1.5_vCnt1_cD4_sT2_rcS1;1,5;4;2;1;1,0;2;342;342;532;8808;4113,336;28;;;;;;;;;;;;;;;;
Baghlan ai1.5_vCnt1_cD4_sT2_rcS3;1,5;4;2;1;3,0;2;342;342;532;8808;4113,336;28;;;;;;;;;;;;;;;;
Baghlan ai1.5_vCnt1_cD4_sT2_rcS5;1,5;4;2;1;5,0;2;342;342;532;8808;4113,336;28;;;;;;;;;;;;;;;;
Baghlan ai1.5_vCnt1_cD4_sT2_rcS7;1,5;4;2;1;7,0;2;342;342;532;8808;4113,336;28;;;;;;;;;;;;;;;;
Baghlan ai1.5_vCnt1_cD4_sT3_rcS0.1;1,5;4;3;1;0,1;2;342;342;554;8914;4162,838;28;;;;;;;;;;;;;;;;
Baghlan ai1.5_vCnt1_cD4_sT3_rcS1;1,5;4;3;1;1,0;2;342;342;554;8914;4162,838;28;;;;;;;;;;;;;;;;
Baghlan ai1.5_vCnt1_cD4_sT3_rcS3;1,5;4;3;1;3,0;2;342;342;554;8914;4162,838;28;;;;;;;;;;;;;;;;
Baghlan ai1.5_vCnt1_cD4_sT3_rcS5;1,5;4;3;1;5,0;2;342;342;554;8914;4162,838;28;;;;;;;;;;;;;;;;
Baghlan ai1.5_vCnt1_cD4_sT3_rcS7;1,5;4;3;1;7,0;2;342;342;554;8914;4162,838;28;;;;;;;;;;;;;;;;
Baghlan ai1.5_vCnt1_cD4_sT4_rcS0.1;1,5;4;4;1;0,1;2;342;342;558;8922;4166,5740000000005;28;;;;;;;;;;;;;;;;
Baghlan ai1.5_vCnt1_cD4_sT4_rcS1;1,5;4;4;1;1,0;2;342;342;558;8922;4166,5740000000005;28;;;;;;;;;;;;;;;;
Baghlan ai1.5_vCnt1_cD4_sT4_rcS3;1,5;4;4;1;3,0;2;342;342;558;8922;4166,5740000000005;28;;;;;;;;;;;;;;;;
Baghlan ai1.5_vCnt1_cD4_sT4_rcS5;1,5;4;4;1;5,0;2;342;342;558;8922;4166,5740000000005;28;;;;;;;;;;;;;;;;
Baghlan ai1.5_vCnt1_cD4_sT4_rcS7;1,5;4;4;1;7,0;2;342;342;558;8922;4166,5740000000005;28;;;;;;;;;;;;;;;;
Baghlan ai1.5_vCnt2_cD1_sT1_rcS0.1;1,5;1;1;2;0,1;2;276;276;432;8188;3823,796;28;;;;;;;;;;;;;;;;
Baghlan ai1.5_vCnt2_cD1_sT1_rcS1;1,5;1;1;2;1,0;2;276;276;432;8188;3823,796;28;;;;;;;;;;;;;;;;
Baghlan ai1.5_vCnt2_cD1_sT1_rcS3;1,5;1;1;2;3,0;2;276;276;432;8188;3823,796;28;;;;;;;;;;;;;;;;
Baghlan ai1.5_vCnt2_cD1_sT1_rcS5;1,5;1;1;2;5,0;2;276;276;432;8188;3823,796;28;;;;;;;;;;;;;;;;
Baghlan ai1.5_vCnt2_cD1_sT1_rcS7;1,5;1;1;2;7,0;2;276;276;432;8188;3823,796;28;;;;;;;;;;;;;;;;
Baghlan ai1.5_vCnt2_cD2_sT1_rcS0.1;1,5;2;1;2;0,1;2;305;305;432;8188;3823,796;28;;;;;;;;;;;;;;;;
Baghlan ai1.5_vCnt2_cD2_sT1_rcS1;1,5;2;1;2;1,0;2;305;305;432;8188;3823,796;28;;;;;;;;;;;;;;;;
Baghlan ai1.5_vCnt2_cD2_sT1_rcS3;1,5;2;1;2;3,0;2;305;305;432;8188;3823,796;28;;;;;;;;;;;;;;;;
Baghlan ai1.5_vCnt2_cD2_sT1_rcS5;1,5;2;1;2;5,0;2;305;305;432;8188;3823,796;28;;;;;;;;;;;;;;;;
Baghlan ai1.5_vCnt2_cD2_sT1_rcS7;1,5;2;1;2;7,0;2;305;305;432;8188;3823,796;28;;;;;;;;;;;;;;;;
Baghlan ai1.5_vCnt2_cD2_sT2_rcS0.1;1,5;2;2;2;0,1;2;308;308;532;8808;4113,336;28;;;;;;;;;;;;;;;;
Baghlan ai1.5_vCnt2_cD2_sT2_rcS1;1,5;2;2;2;1,0;2;308;308;532;8808;4113,336;28;;;;;;;;;;;;;;;;
Baghlan ai1.5_vCnt2_cD2_sT2_rcS3;1,5;2;2;2;3,0;2;308;308;532;8808;4113,336;28;;;;;;;;;;;;;;;;
Baghlan ai1.5_vCnt2_cD2_sT2_rcS5;1,5;2;2;2;5,0;2;308;308;532;8808;4113,336;28;;;;;;;;;;;;;;;;
Baghlan ai1.5_vCnt2_cD2_sT2_rcS7;1,5;2;2;2;7,0;2;308;308;532;8808;4113,336;28;;;;;;;;;;;;;;;;
Baghlan ai1.5_vCnt2_cD3_sT1_rcS0.1;1,5;3;1;2;0,1;2;323;323;432;8188;3823,796;28;;;;;;;;;;;;;;;;
Baghlan ai1.5_vCnt2_cD3_sT1_rcS1;1,5;3;1;2;1,0;2;323;323;432;8188;3823,796;28;;;;;;;;;;;;;;;;
Baghlan ai1.5_vCnt2_cD3_sT1_rcS3;1,5;3;1;2;3,0;2;323;323;432;8188;3823,796;28;;;;;;;;;;;;;;;;
Baghlan ai1.5_vCnt2_cD3_sT1_rcS5;1,5;3;1;2;5,0;2;323;323;432;8188;3823,796;28;;;;;;;;;;;;;;;;
Baghlan ai1.5_vCnt2_cD3_sT1_rcS7;1,5;3;1;2;7,0;2;323;323;432;8188;3823,796;28;;;;;;;;;;;;;;;;
Baghlan ai1.5_vCnt2_cD3_sT2_rcS0.1;1,5;3;2;2;0,1;2;324;324;532;8808;4113,336;28;;;;;;;;;;;;;;;;
Baghlan ai1.5_vCnt2_cD3_sT2_rcS1;1,5;3;2;2;1,0;2;324;324;532;8808;4113,336;28;;;;;;;;;;;;;;;;
Baghlan ai1.5_vCnt2_cD3_sT2_rcS3;1,5;3;2;2;3,0;2;324;324;532;8808;4113,336;28;;;;;;;;;;;;;;;;
Baghlan ai1.5_vCnt2_cD3_sT2_rcS5;1,5;3;2;2;5,0;2;324;324;532;8808;4113,336;28;;;;;;;;;;;;;;;;
Baghlan ai1.5_vCnt2_cD3_sT2_rcS7;1,5;3;2;2;7,0;2;324;324;532;8808;4113,336;28;;;;;;;;;;;;;;;;
Baghlan ai1.5_vCnt2_cD3_sT3_rcS0.1;1,5;3;3;2;0,1;2;324;324;554;8914;4162,838;28;;;;;;;;;;;;;;;;
Baghlan ai1.5_vCnt2_cD3_sT3_rcS1;1,5;3;3;2;1,0;2;324;324;554;8914;4162,838;28;;;;;;;;;;;;;;;;
Baghlan ai1.5_vCnt2_cD3_sT3_rcS3;1,5;3;3;2;3,0;2;324;324;554;8914;4162,838;28;;;;;;;;;;;;;;;;
Baghlan ai1.5_vCnt2_cD3_sT3_rcS5;1,5;3;3;2;5,0;2;324;324;554;8914;4162,838;28;;;;;;;;;;;;;;;;
Baghlan ai1.5_vCnt2_cD3_sT3_rcS7;1,5;3;3;2;7,0;2;324;324;554;8914;4162,838;28;;;;;;;;;;;;;;;;
Baghlan ai1.5_vCnt2_cD4_sT1_rcS0.1;1,5;4;1;2;0,1;2;342;342;432;8188;3823,796;28;;;;;;;;;;;;;;;;
Baghlan ai1.5_vCnt2_cD4_sT1_rcS1;1,5;4;1;2;1,0;2;342;342;432;8188;3823,796;28;;;;;;;;;;;;;;;;
Baghlan ai1.5_vCnt2_cD4_sT1_rcS3;1,5;4;1;2;3,0;2;342;342;432;8188;3823,796;28;;;;;;;;;;;;;;;;
Baghlan ai1.5_vCnt2_cD4_sT1_rcS5;1,5;4;1;2;5,0;2;342;342;432;8188;3823,796;28;;;;;;;;;;;;;;;;
Baghlan ai1.5_vCnt2_cD4_sT1_rcS7;1,5;4;1;2;7,0;2;342;342;432;8188;3823,796;28;;;;;;;;;;;;;;;;
Baghlan ai1.5_vCnt2_cD4_sT2_rcS0.1;1,5;4;2;2;0,1;2;342;342;532;8808;4113,336;28;;;;;;;;;;;;;;;;
Baghlan ai1.5_vCnt2_cD4_sT2_rcS1;1,5;4;2;2;1,0;2;342;342;532;8808;4113,336;28;;;;;;;;;;;;;;;;
Baghlan ai1.5_vCnt2_cD4_sT2_rcS3;1,5;4;2;2;3,0;2;342;342;532;8808;4113,336;28;;;;;;;;;;;;;;;;
Baghlan ai1.5_vCnt2_cD4_sT2_rcS5;1,5;4;2;2;5,0;2;342;342;532;8808;4113,336;28;;;;;;;;;;;;;;;;
Baghlan ai1.5_vCnt2_cD4_sT2_rcS7;1,5;4;2;2;7,0;2;342;342;532;8808;4113,336;28;;;;;;;;;;;;;;;;
Baghlan ai1.5_vCnt2_cD4_sT3_rcS0.1;1,5;4;3;2;0,1;2;342;342;554;8914;4162,838;28;;;;;;;;;;;;;;;;
Baghlan ai1.5_vCnt2_cD4_sT3_rcS1;1,5;4;3;2;1,0;2;342;342;554;8914;4162,838;28;;;;;;;;;;;;;;;;
Baghlan ai1.5_vCnt2_cD4_sT3_rcS3;1,5;4;3;2;3,0;2;342;342;554;8914;4162,838;28;;;;;;;;;;;;;;;;
Baghlan ai1.5_vCnt2_cD4_sT3_rcS5;1,5;4;3;2;5,0;2;342;342;554;8914;4162,838;28;;;;;;;;;;;;;;;;
Baghlan ai1.5_vCnt2_cD4_sT3_rcS7;1,5;4;3;2;7,0;2;342;342;554;8914;4162,838;28;;;;;;;;;;;;;;;;
Baghlan ai1.5_vCnt2_cD4_sT4_rcS0.1;1,5;4;4;2;0,1;2;342;342;558;8922;4166,5740000000005;28;;;;;;;;;;;;;;;;
Baghlan ai1.5_vCnt2_cD4_sT4_rcS1;1,5;4;4;2;1,0;2;342;342;558;8922;4166,5740000000005;28;;;;;;;;;;;;;;;;
Baghlan ai1.5_vCnt2_cD4_sT4_rcS3;1,5;4;4;2;3,0;2;342;342;558;8922;4166,5740000000005;28;;;;;;;;;;;;;;;;
